what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1311169487041
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1311169520329
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1311169534711
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311169588365
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311169606309
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311169615123
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311169615225
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311169615567
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311169620387
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1311169620573
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1311169620654
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1311169624482
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1311169630024
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311169642386
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311169642484
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1311169642536
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1311169657411
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1311169657563
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1311169657803
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1311169659059
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1311169661905
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1311169662349
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1311169673920
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311169721295
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311169721372
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311169724592
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311169724696
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311169724782
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311169729133
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1311169729198
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1311169729261
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311169761707
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311169761806
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1311169782846
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1311169799725
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1311169801434
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311169826344
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311169826412
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1311169834090
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1311169835585
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1311169838102
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1311169860664
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311169866444
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311169922400
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineEnd",1311169944822
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1311169949911
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1311169954722
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1311169984550
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1311169985724
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1311170006658
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1311170015388
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1311170038653
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1311170039914
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1311170049025
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1311170050655
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1311170067170
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1311170069711
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1311170119829
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1311170123105
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1311170145939
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311170164678
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311170164778
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1311170197520
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1311170202263
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1311170209281
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1311170281996
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1311170282221
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1311170285848
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1311170286376
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1311170287109
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311170307905
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311170308005
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1311170316089
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311170332007
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311170332118
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311170334762
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311170334858
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1311170342731
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1311170346421
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1311170347015
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1311170366162
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1311170366345
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1311170366505
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1311170366661
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1311170366825
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1311170367518
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.wordNext",1311170370144
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.wordPrevious",1311170371412
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.wordPrevious",1311170374772
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1311170408296
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1311170419400
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1311170430374
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1311170458331
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1311170469030
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1311170500062
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1311170507194
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1311170517931
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1311170519716
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1311170523118
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311170604793
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311170604854
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1311170636599
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311170639915
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311170640003
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1311170652510
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1311170666152
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1311170674449
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311170677755
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311170677831
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311170755412
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311170840226
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1311170847029
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311170914529
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311170935690
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1311170951119
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1311170955247
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1311171011517
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311171193568
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311175629947
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1311175653660
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1311175667424
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1311175743267
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1311175769802
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1311175797808
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1311175800781
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311175921772
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311175921858
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1311175928098
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1311175929605
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1311175931018
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1311175947815
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1311175956210
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1311175979034
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311176014796
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311176115546
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311176137069
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311176359691
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1311176380319
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1311176380519
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1311176382163
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1311176389096
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1311176394538
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311176409329
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311176453226
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311176491690
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311176517145
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311176520010
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311176520090
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311176542839
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1311176565613
